Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,,,,,,,,
5352,Airport,37,Trip Completed,42565.96,42565.99,23.00,,,,,,,,
6024,Airport,37,Trip Completed,42566.53,42566.58,12.00,,,,,,,,
6196,Airport,37,Trip Completed,42566.72,42566.75,17.00,,,,,,,,
6297,City,37,Trip Completed,42566.76,42566.79,18.00,,,,,,,,
125,City,38,Trip Completed,42562.22,42562.26,5.00,,,,,,,,
1611,City,38,Trip Completed,42563.28,42563.32,6.00,,,,,,,,
1814,City,38,Trip Completed,42563.39,42563.42,9.00,,,,,,,,
3088,City,38,Trip Completed,42564.34,42564.38,8.00,,,,,,,,
3384,Airport,38,Trip Completed,42564.61,42564.65,14.00,,,,,,,,
4218,Airport,38,Trip Completed,42565.23,42565.27,5.00,,,,,,,,
5757,City,38,Trip Completed,42566.34,42566.39,8.00,,,,,,,,
5958,Airport,38,Trip Completed,42566.45,42566.49,10.00,,,,,,,,
6314,City,38,Trip Completed,42566.77,42566.81,18.00,,,,,,,,
249,City,39,Trip Completed,42562.27,42562.30,6.00,,,,,,,,
728,City,39,Trip Completed,42562.63,42562.67,15.00,,,,,,,,
3042,City,39,Trip Completed,42564.32,42564.36,7.00,,,,,,,,
3620,City,39,Trip Completed,42564.79,42564.84,18.00,,,,,,,,
4276,City,39,Trip Completed,42565.27,42565.31,6.00,,,,,,,,
4735,City,39,Trip Completed,42565.61,42565.66,14.00,,,,,,,,
1353,Airport,40,Trip Completed,42562.99,42563.02,23.00,,,,,,,,
1568,City,40,Trip Completed,42563.26,42563.29,6.00,,,,,,,,
2465,City,40,Trip Completed,42563.86,42563.90,20.00,,,,,,,,
3688,City,40,Trip Completed,42564.82,42564.86,19.00,,,,,,,,
4727,City,40,Trip Completed,42565.59,42565.63,14.00,,,,,,,,
5348,City,40,Trip Completed,42565.95,42565.99,22.00,,,,,,,,
6537,Airport,40,Trip Completed,42566.87,42566.92,20.00,,,,,,,,
1941,Airport,41,Trip Completed,42563.48,42563.51,11.00,,,,,,,,
3766,Airport,41,Trip Completed,42564.86,42564.89,20.00,,,,,,,,
4243,Airport,41,Trip Completed,42565.25,42565.28,6.00,,,,,,,,
4717,Airport,41,Trip Completed,42565.57,42565.61,13.00,,,,,,,,
5682,City,41,Trip Completed,42566.30,42566.35,7.00,,,,,,,,
6343,City,41,Trip Completed,42566.78,42566.81,18.00,,,,,,,,
6726,Airport,41,Trip Completed,42566.97,42567.01,23.00,,,,,,,,
238,City,42,Trip Completed,42562.27,42562.30,6.00,,,,,,,,
2624,City,42,Trip Completed,42563.93,42563.97,22.00,,,,,,,,
2787,City,42,Trip Completed,42564.20,42564.23,4.00,,,,,,,,
3992,City,42,Trip Completed,42564.98,42565.00,23.00,,,,,,,,
4974,City,42,Trip Completed,42565.78,42565.80,18.00,,,,,,,,
5478,Airport,42,Trip Completed,42566.20,42566.24,4.00,,,,,,,,
5641,City,42,Trip Completed,42566.28,42566.30,6.00,,,,,,,,
128,City,43,Trip Completed,42562.22,42562.24,5.00,,,,,,,,
627,City,43,Trip Completed,42562.51,42562.55,12.00,,,,,,,,
1766,Airport,43,Trip Completed,42563.36,42563.41,8.00,,,,,,,,
2089,City,43,Trip Completed,42563.66,42563.69,15.00,,,,,,,,
3565,City,43,Trip Completed,42564.76,42564.79,18.00,,,,,,,,
3954,Airport,43,Trip Completed,42564.95,42565.00,22.00,,,,,,,,
4204,City,43,Trip Completed,42565.23,42565.27,5.00,,,,,,,,
4651,City,43,Trip Completed,42565.50,42565.53,11.00,,,,,,,,
5814,City,43,Trip Completed,42566.36,42566.41,8.00,,,,,,,,
6062,City,43,Trip Completed,42566.58,42566.62,13.00,,,,,,,,
118,Airport,44,Trip Completed,42562.22,42562.24,5.00,,,,,,,,
339,Airport,44,Trip Completed,42562.33,42562.36,7.00,,,,,,,,
766,City,44,Trip Completed,42562.68,42562.73,16.00,,,,,,,,
1133,Airport,44,Trip Completed,42562.85,42562.90,20.00,,,,,,,,
2458,City,44,Trip Completed,42563.86,42563.90,20.00,,,,,,,,
3060,Airport,44,Trip Completed,42564.33,42564.38,7.00,,,,,,,,
3653,City,44,Trip Completed,42564.80,42564.83,19.00,,,,,,,,
4321,City,44,Trip Completed,42565.29,42565.32,6.00,,,,,,,,
5672,Airport,44,Trip Completed,42566.30,42566.33,7.00,,,,,,,,
1698,City,45,Trip Completed,42563.33,42563.37,7.00,,,,,,,,
2098,City,45,Trip Completed,42563.68,42563.70,16.00,,,,,,,,
2733,City,45,Trip Completed,42564.11,42564.16,2.00,,,,,,,,
2917,Airport,45,Trip Completed,42564.27,42564.29,6.00,,,,,,,,
3151,Airport,45,Trip Completed,42564.38,42564.40,9.00,,,,,,,,
3358,City,45,Trip Completed,42564.56,42564.61,13.00,,,,,,,,
5435,City,45,Trip Completed,42566.12,42566.16,2.00,,,,,,,,
5717,Airport,45,Trip Completed,42566.32,42566.35,7.00,,,,,,,,
635,Airport,46,Trip Completed,42562.52,42562.56,12.00,,,,,,,,
1275,Airport,46,Trip Completed,42562.92,42562.96,22.00,,,,,,,,
1562,Airport,46,Trip Completed,42563.26,42563.30,6.00,,,,,,,,
2908,Airport,46,Trip Completed,42564.26,42564.30,6.00,,,,,,,,
3414,City,46,Trip Completed,42564.64,42564.70,15.00,,,,,,,,
3638,Airport,46,Trip Completed,42564.80,42564.83,19.00,,,,,,,,
5132,Airport,46,Trip Completed,42565.84,42565.86,20.00,,,,,,,,
5422,City,46,Trip Completed,42566.09,42566.13,2.00,,,,,,,,
5724,City,46,Trip Completed,42566.32,42566.37,7.00,,,,,,,,
6026,Airport,46,Trip Completed,42566.54,42566.57,12.00,,,,,,,,
6416,City,46,Trip Completed,42566.82,42566.85,19.00,,,,,,,,
995,Airport,47,Trip Completed,42562.80,42562.81,19.00,,,,,,,,
1771,City,47,Trip Completed,42563.37,42563.39,8.00,,,,,,,,
2729,Airport,47,Trip Completed,42564.11,42564.13,2.00,,,,,,,,
3416,City,47,Trip Completed,42564.65,42564.67,15.00,,,,,,,,
4286,City,47,Trip Completed,42565.27,42565.32,6.00,,,,,,,,
5012,Airport,47,Trip Completed,42565.79,42565.84,18.00,,,,,,,,
6761,Airport,47,Trip Completed,42566.00,42566.03,0.00,,,,,,,,
5638,City,47,Trip Completed,42566.28,42566.30,6.00,,,,,,,,
6191,Airport,47,Trip Completed,42566.72,42566.76,17.00,,,,,,,,
443,City,48,Trip Completed,42562.38,42562.41,9.00,,,,,,,,
1299,City,48,Trip Completed,42562.93,42562.96,22.00,,,,,,,,
1637,Airport,48,Trip Completed,42563.30,42563.34,7.00,,,,,,,,
2099,Airport,48,Trip Completed,42563.67,42563.72,16.00,,,,,,,,
2349,Airport,48,Trip Completed,42563.81,42563.84,19.00,,,,,,,,
3081,City,48,Trip Completed,42564.34,42564.37,8.00,,,,,,,,
3555,Airport,48,Trip Completed,42564.76,42564.80,18.00,,,,,,,,
3798,City,48,Trip Completed,42564.87,42564.90,20.00,,,,,,,,
3982,Airport,48,Trip Completed,42564.97,42565.02,23.00,,,,,,,,
4082,Airport,48,Trip Completed,42565.11,42565.14,2.00,,,,,,,,
4672,City,48,Trip Completed,42565.53,42565.57,12.00,,,,,,,,
4937,City,48,Trip Completed,42565.77,42565.80,18.00,,,,,,,,
5594,Airport,48,Trip Completed,42566.25,42566.29,6.00,,,,,,,,
540,City,49,Trip Completed,42562.41,42562.45,9.00,,,,,,,,
1533,City,49,Trip Completed,42563.25,42563.27,5.00,,,,,,,,
2359,City,49,Trip Completed,42563.81,42563.85,19.00,,,,,,,,
2603,City,49,Trip Completed,42563.92,42563.95,22.00,,,,,,,,
2965,Airport,49,Trip Completed,42564.29,42564.31,6.00,,,,,,,,
4002,City,49,Trip Completed,42564.99,42565.04,23.00,,,,,,,,
4364,Airport,49,Trip Completed,42565.31,42565.34,7.00,,,,,,,,
4614,Airport,49,Trip Completed,42565.45,42565.48,10.00,,,,,,,,
5235,Airport,49,Trip Completed,42565.88,42565.92,21.00,,,,,,,,
5979,Airport,49,Trip Completed,42566.48,42566.51,11.00,,,,,,,,
6145,Airport,49,Trip Completed,42566.67,42566.72,16.00,,,,,,,,
6363,Airport,49,Trip Completed,42566.80,42566.82,19.00,,,,,,,,
2481,City,50,Trip Completed,42563.86,42563.90,20.00,,,,,,,,
3328,Airport,50,Trip Completed,42564.52,42564.55,12.00,,,,,,,,
3908,Airport,50,Trip Completed,42564.92,42564.97,22.00,,,,,,,,
4416,City,50,Trip Completed,42565.34,42565.38,8.00,,,,,,,,
4966,Airport,50,Trip Completed,42565.77,42565.81,18.00,,,,,,,,
5243,City,50,Trip Completed,42565.88,42565.93,21.00,,,,,,,,
5697,City,50,Trip Completed,42566.31,42566.34,7.00,,,,,,,,
5864,Airport,50,Trip Completed,42566.39,42566.43,9.00,,,,,,,,
6530,Airport,50,Trip Completed,42566.87,42566.90,20.00,,,,,,,,
686,City,51,Trip Completed,42562.57,42562.60,13.00,,,,,,,,
777,Airport,51,Trip Completed,42562.70,42562.73,16.00,,,,,,,,
1455,Airport,51,Trip Completed,42563.21,42563.23,4.00,,,,,,,,
1906,Airport,51,Trip Completed,42563.44,42563.47,10.00,,,,,,,,
2432,Airport,51,Trip Completed,42563.84,42563.87,20.00,,,,,,,,
2977,Airport,51,Trip Completed,42564.29,42564.32,6.00,,,,,,,,
3964,City,51,Trip Completed,42564.95,42564.98,22.00,,,,,,,,
4182,Airport,51,Trip Completed,42565.23,42565.27,5.00,,,,,,,,
4679,City,51,Trip Completed,42565.53,42565.57,12.00,,,,,,,,
4997,City,51,Trip Completed,42565.79,42565.82,18.00,,,,,,,,
5600,City,51,Trip Completed,42566.26,42566.30,6.00,,,,,,,,
5910,Airport,51,Trip Completed,42566.42,42566.45,10.00,,,,,,,,
6597,Airport,51,Trip Completed,42566.90,42566.93,21.00,,,,,,,,
64,City,52,Trip Completed,42562.18,42562.23,4.00,,,,,,,,
687,Airport,52,Trip Completed,42562.57,42562.60,13.00,,,,,,,,
1625,City,52,Trip Completed,42563.29,42563.33,7.00,,,,,,,,
1958,Airport,52,Trip Completed,42563.49,42563.52,11.00,,,,,,,,
2160,Airport,52,Trip Completed,42563.73,42563.75,17.00,,,,,,,,
2517,Airport,52,Trip Completed,42563.88,42563.93,21.00,,,,,,,,
2894,City,52,Trip Completed,42564.25,42564.30,6.00,,,,,,,,
3739,Airport,52,Trip Completed,42564.85,42564.88,20.00,,,,,,,,
4737,City,52,Trip Completed,42565.61,42565.66,14.00,,,,,,,,
5064,Airport,52,Trip Completed,42565.81,42565.86,19.00,,,,,,,,
313,City,53,Trip Completed,42562.31,42562.36,7.00,,,,,,,,
2107,City,53,Trip Completed,42563.68,42563.72,16.00,,,,,,,,
2819,City,53,Trip Completed,42564.22,42564.27,5.00,,,,,,,,
2932,Airport,53,Trip Completed,42564.27,42564.30,6.00,,,,,,,,
3593,City,53,Trip Completed,42564.77,42564.81,18.00,,,,,,,,
4760,City,53,Trip Completed,42565.64,42565.69,15.00,,,,,,,,
6681,Airport,53,Trip Completed,42566.94,42566.98,22.00,,,,,,,,
234,City,54,Trip Completed,42562.27,42562.31,6.00,,,,,,,,
425,Airport,54,Trip Completed,42562.37,42562.40,8.00,,,,,,,,
1528,City,54,Trip Completed,42563.25,42563.27,5.00,,,,,,,,
1671,Airport,54,Trip Completed,42563.32,42563.37,7.00,,,,,,,,
2223,City,54,Trip Completed,42563.75,42563.80,18.00,,,,,,,,
3268,Airport,54,Trip Completed,42564.44,42564.48,10.00,,,,,,,,
3530,Airport,54,Trip Completed,42564.75,42564.78,17.00,,,,,,,,
4765,Airport,54,Trip Completed,42565.65,42565.70,15.00,,,,,,,,
531,City,55,Trip Completed,42562.42,42562.44,10.00,,,,,,,,
1721,City,55,Trip Completed,42563.34,42563.37,8.00,,,,,,,,
2665,Airport,55,Trip Completed,42563.98,42564.03,23.00,,,,,,,,
2951,City,55,Trip Completed,42564.28,42564.32,6.00,,,,,,,,
3786,Airport,55,Trip Completed,42564.87,42564.90,20.00,,,,,,,,
4049,City,55,Trip Completed,42565.04,42565.10,1.00,,,,,,,,
4079,Airport,55,Trip Completed,42565.11,42565.15,2.00,,,,,,,,
4233,Airport,55,Trip Completed,42565.24,42565.29,5.00,,,,,,,,
4884,Airport,55,Trip Completed,42565.75,42565.80,17.00,,,,,,,,
6350,City,55,Trip Completed,42566.79,42566.84,18.00,,,,,,,,
1914,Airport,56,Trip Completed,42563.45,42563.49,10.00,,,,,,,,
3205,City,56,Trip Completed,42564.40,42564.45,9.00,,,,,,,,
3448,City,56,Trip Completed,42564.70,42564.73,16.00,,,,,,,,
4628,City,56,Trip Completed,42565.47,42565.50,11.00,,,,,,,,
5418,City,56,Trip Completed,42566.09,42566.13,2.00,,,,,,,,
5654,City,56,Trip Completed,42566.29,42566.34,6.00,,,,,,,,
614,City,57,Trip Completed,42562.49,42562.54,11.00,,,,,,,,
1340,City,57,Trip Completed,42562.97,42563.00,23.00,,,,,,,,
1576,City,57,Trip Completed,42563.27,42563.32,6.00,,,,,,,,
1974,Airport,57,Trip Completed,42563.51,42563.55,12.00,,,,,,,,
2597,City,57,Trip Completed,42563.91,42563.95,21.00,,,,,,,,
4690,City,57,Trip Completed,42565.54,42565.57,13.00,,,,,,,,
6267,Airport,57,Trip Completed,42566.76,42566.78,18.00,,,,,,,,
660,Airport,58,Trip Completed,42562.54,42562.57,12.00,,,,,,,,
943,Airport,58,Trip Completed,42562.77,42562.81,18.00,,,,,,,,
1445,Airport,58,Trip Completed,42563.20,42563.25,4.00,,,,,,,,
3070,City,58,Trip Completed,42564.33,42564.37,7.00,,,,,,,,
3440,City,58,Trip Completed,42564.69,42564.71,16.00,,,,,,,,
4503,City,58,Trip Completed,42565.38,42565.41,9.00,,,,,,,,
4771,Airport,58,Trip Completed,42565.67,42565.68,15.00,,,,,,,,
4797,City,58,Trip Completed,42565.71,42565.74,16.00,,,,,,,,
4898,Airport,58,Trip Completed,42565.75,42565.80,18.00,,,,,,,,
172,Airport,59,Trip Completed,42562.24,42562.26,5.00,,,,,,,,
518,City,59,Trip Completed,42562.41,42562.45,9.00,,,,,,,,
843,Airport,59,Trip Completed,42562.73,42562.77,17.00,,,,,,,,
1070,City,59,Trip Completed,42562.83,42562.87,19.00,,,,,,,,
2078,Airport,59,Trip Completed,42563.65,42563.68,15.00,,,,,,,,
5382,City,59,Trip Completed,42565.01,42565.03,0.00,,,,,,,,
4119,City,59,Trip Completed,42565.18,42565.24,4.00,,,,,,,,
4623,City,59,Trip Completed,42565.46,42565.48,11.00,,,,,,,,
620,City,60,Trip Completed,42562.50,42562.55,12.00,,,,,,,,
1286,Airport,60,Trip Completed,42562.93,42562.96,22.00,,,,,,,,
2482,City,60,Trip Completed,42563.86,42563.90,20.00,,,,,,,,
3672,Airport,60,Trip Completed,42564.81,42564.86,19.00,,,,,,,,
3959,City,60,Trip Completed,42564.95,42564.98,22.00,,,,,,,,
4659,City,60,Trip Completed,42565.51,42565.55,12.00,,,,,,,,
5060,Airport,60,Trip Completed,42565.81,42565.83,19.00,,,,,,,,
5942,City,60,Trip Completed,42566.44,42566.47,10.00,,,,,,,,
1349,Airport,61,Trip Completed,42562.99,42563.02,23.00,,,,,,,,
2192,Airport,61,Trip Completed,42563.74,42563.78,17.00,,,,,,,,
2323,City,61,Trip Completed,42563.80,42563.85,19.00,,,,,,,,
2717,City,61,Trip Completed,42564.08,42564.12,2.00,,,,,,,,
3338,Airport,61,Trip Completed,42564.53,42564.55,12.00,,,,,,,,
4475,City,61,Trip Completed,42565.36,42565.39,8.00,,,,,,,,
4786,City,61,Trip Completed,42565.69,42565.72,16.00,,,,,,,,
5017,City,61,Trip Completed,42565.80,42565.83,19.00,,,,,,,,
5580,City,61,Trip Completed,42566.24,42566.30,5.00,,,,,,,,
6066,Airport,61,Trip Completed,42566.58,42566.61,13.00,,,,,,,,
418,City,62,Trip Completed,42562.36,42562.39,8.00,,,,,,,,
608,Airport,62,Trip Completed,42562.50,42562.53,11.00,,,,,,,,
1842,City,62,Trip Completed,42563.40,42563.43,9.00,,,,,,,,
4004,City,62,Trip Completed,42564.99,42565.02,23.00,,,,,,,,
5791,City,62,Trip Completed,42566.36,42566.39,8.00,,,,,,,,
6548,Airport,62,Trip Completed,42566.87,42566.91,20.00,,,,,,,,
121,Airport,63,Trip Completed,42562.22,42562.26,5.00,,,,,,,,
571,Airport,63,Trip Completed,42562.45,42562.49,10.00,,,,,,,,
2444,Airport,63,Trip Completed,42563.85,42563.90,20.00,,,,,,,,
2815,City,63,Trip Completed,42564.22,42564.24,5.00,,,,,,,,
3510,Airport,63,Trip Completed,42564.74,42564.77,17.00,,,,,,,,
5013,City,63,Trip Completed,42565.79,42565.82,19.00,,,,,,,,
5457,City,63,Trip Completed,42566.16,42566.20,3.00,,,,,,,,
5940,City,63,Trip Completed,42566.43,42566.47,10.00,,,,,,,,
6197,City,63,Trip Completed,42566.73,42566.75,17.00,,,,,,,,
6660,Airport,63,Trip Completed,42566.93,42566.97,22.00,,,,,,,,
584,Airport,64,Trip Completed,42562.47,42562.52,11.00,,,,,,,,
1741,Airport,64,Trip Completed,42563.36,42563.38,8.00,,,,,,,,
2031,City,64,Trip Completed,42563.60,42563.62,14.00,,,,,,,,
3158,Airport,64,Trip Completed,42564.38,42564.42,9.00,,,,,,,,
3955,Airport,64,Trip Completed,42564.96,42564.99,22.00,,,,,,,,
4384,City,64,Trip Completed,42565.33,42565.37,7.00,,,,,,,,
5224,City,64,Trip Completed,42565.88,42565.93,21.00,,,,,,,,
5394,Airport,64,Trip Completed,42566.03,42566.07,0.00,,,,,,,,
5511,Airport,64,Trip Completed,42566.22,42566.26,5.00,,,,,,,,
744,City,65,Trip Completed,42562.65,42562.69,15.00,,,,,,,,
1634,Airport,65,Trip Completed,42563.30,42563.34,7.00,,,,,,,,
1911,Airport,65,Trip Completed,42563.45,42563.49,10.00,,,,,,,,
2608,Airport,65,Trip Completed,42563.92,42563.94,21.00,,,,,,,,
3456,Airport,65,Trip Completed,42564.71,42564.74,16.00,,,,,,,,
3561,City,65,Trip Completed,42564.76,42564.79,18.00,,,,,,,,
5216,Airport,65,Trip Completed,42565.87,42565.91,20.00,,,,,,,,
5573,City,65,Trip Completed,42566.24,42566.26,5.00,,,,,,,,
5952,Airport,65,Trip Completed,42566.45,42566.47,10.00,,,,,,,,
6093,Airport,65,Trip Completed,42566.61,42566.65,14.00,,,,,,,,
6749,Airport,65,Trip Completed,42566.99,42567.03,23.00,,,,,,,,
250,Airport,66,Trip Completed,42562.27,42562.32,6.00,,,,,,,,
781,City,66,Trip Completed,42562.69,42562.74,16.00,,,,,,,,
1681,Airport,66,Trip Completed,42563.33,42563.36,7.00,,,,,,,,
3924,Airport,66,Trip Completed,42564.93,42564.96,22.00,,,,,,,,
5271,City,66,Trip Completed,42565.90,42565.93,21.00,,,,,,,,
5899,Airport,66,Trip Completed,42566.41,42566.43,9.00,,,,,,,,
6273,City,66,Trip Completed,42566.76,42566.81,18.00,,,,,,,,
630,Airport,67,Trip Completed,42562.51,42562.55,12.00,,,,,,,,
679,City,67,Trip Completed,42562.56,42562.60,13.00,,,,,,,,
782,Airport,67,Trip Completed,42562.70,42562.73,16.00,,,,,,,,
1329,Airport,67,Trip Completed,42562.97,42562.99,23.00,,,,,,,,
1712,Airport,67,Trip Completed,42563.34,42563.38,8.00,,,,,,,,
2033,City,67,Trip Completed,42563.60,42563.62,14.00,,,,,,,,
3094,Airport,67,Trip Completed,42564.35,42564.37,8.00,,,,,,,,
4709,Airport,67,Trip Completed,42565.56,42565.60,13.00,,,,,,,,
4948,Airport,67,Trip Completed,42565.77,42565.82,18.00,,,,,,,,
5597,City,67,Trip Completed,42566.25,42566.29,6.00,,,,,,,,
6747,City,67,Trip Completed,42566.99,42567.04,23.00,,,,,,,,
1480,Airport,68,Trip Completed,42563.22,42563.25,5.00,,,,,,,,
2013,City,68,Trip Completed,42563.57,42563.60,13.00,,,,,,,,
2867,Airport,68,Trip Completed,42564.24,42564.27,5.00,,,,,,,,
3377,Airport,68,Trip Completed,42564.60,42564.63,14.00,,,,,,,,
4108,City,68,Trip Completed,42565.16,42565.19,3.00,,,,,,,,
4368,City,68,Trip Completed,42565.32,42565.34,7.00,,,,,,,,
4787,City,68,Trip Completed,42565.70,42565.72,16.00,,,,,,,,
93,City,69,Trip Completed,42562.20,42562.23,4.00,,,,,,,,
402,Airport,69,Trip Completed,42562.35,42562.38,8.00,,,,,,,,
582,City,69,Trip Completed,42562.46,42562.50,10.00,,,,,,,,
733,City,69,Trip Completed,42562.64,42562.69,15.00,,,,,,,,
951,Airport,69,Trip Completed,42562.78,42562.80,18.00,,,,,,,,
1889,City,69,Trip Completed,42563.43,42563.47,10.00,,,,,,,,
2046,Airport,69,Trip Completed,42563.61,42563.64,14.00,,,,,,,,
2664,Airport,69,Trip Completed,42563.98,42564.00,23.00,,,,,,,,
2936,City,69,Trip Completed,42564.27,42564.32,6.00,,,,,,,,
3740,Airport,69,Trip Completed,42564.85,42564.87,20.00,,,,,,,,
4482,Airport,69,Trip Completed,42565.37,42565.41,8.00,,,,,,,,
4718,City,69,Trip Completed,42565.57,42565.60,13.00,,,,,,,,
4908,Airport,69,Trip Completed,42565.75,42565.77,18.00,,,,,,,,
6278,Airport,69,Trip Completed,42566.76,42566.79,18.00,,,,,,,,
514,City,70,Trip Completed,42562.41,42562.46,9.00,,,,,,,,
703,City,70,Trip Completed,42562.59,42562.61,14.00,,,,,,,,
947,City,70,Trip Completed,42562.78,42562.79,18.00,,,,,,,,
2252,City,70,Trip Completed,42563.77,42563.79,18.00,,,,,,,,
2896,City,70,Trip Completed,42564.25,42564.30,5.00,,,,,,,,
3583,Airport,70,Trip Completed,42564.77,42564.81,18.00,,,,,,,,
4263,Airport,70,Trip Completed,42565.26,42565.31,6.00,,,,,,,,
4398,City,70,Trip Completed,42565.34,42565.38,8.00,,,,,,,,
5029,City,70,Trip Completed,42565.80,42565.83,19.00,,,,,,,,
5554,Airport,70,Trip Completed,42566.23,42566.26,5.00,,,,,,,,
5746,City,70,Trip Completed,42566.33,42566.36,7.00,,,,,,,,
5986,Airport,70,Trip Completed,42566.48,42566.52,11.00,,,,,,,,
6140,Airport,70,Trip Completed,42566.66,42566.71,15.00,,,,,,,,
6554,City,70,Trip Completed,42566.87,42566.91,20.00,,,,,,,,
467,City,71,Trip Completed,42562.39,42562.43,9.00,,,,,,,,
615,City,71,Trip Completed,42562.50,42562.53,11.00,,,,,,,,
801,Airport,71,Trip Completed,42562.72,42562.77,17.00,,,,,,,,
1587,Airport,71,Trip Completed,42563.27,42563.32,6.00,,,,,,,,
1925,City,71,Trip Completed,42563.46,42563.49,11.00,,,,,,,,
2527,City,71,Trip Completed,42563.88,42563.91,21.00,,,,,,,,
3065,Airport,71,Trip Completed,42564.33,42564.35,7.00,,,,,,,,
5031,Airport,71,Trip Completed,42565.80,42565.83,19.00,,,,,,,,
160,Airport,72,Trip Completed,42562.23,42562.27,5.00,,,,,,,,
2029,City,72,Trip Completed,42563.59,42563.63,14.00,,,,,,,,
2543,City,72,Trip Completed,42563.89,42563.91,21.00,,,,,,,,
2941,Airport,72,Trip Completed,42564.27,42564.31,6.00,,,,,,,,
4766,City,72,Trip Completed,42565.65,42565.69,15.00,,,,,,,,
5349,Airport,72,Trip Completed,42565.96,42565.97,22.00,,,,,,,,
5409,Airport,72,Trip Completed,42566.07,42566.12,1.00,,,,,,,,
6698,Airport,72,Trip Completed,42566.95,42566.99,22.00,,,,,,,,
81,Airport,73,Trip Completed,42562.20,42562.25,4.00,,,,,,,,
370,City,73,Trip Completed,42562.34,42562.36,8.00,,,,,,,,
799,Airport,73,Trip Completed,42562.71,42562.75,17.00,,,,,,,,
1300,City,73,Trip Completed,42562.94,42562.96,22.00,,,,,,,,
1805,Airport,73,Trip Completed,42563.38,42563.42,9.00,,,,,,,,
2410,City,73,Trip Completed,42563.84,42563.87,20.00,,,,,,,,
2723,Airport,73,Trip Completed,42564.10,42564.13,2.00,,,,,,,,
3240,City,73,Trip Completed,42564.42,42564.44,10.00,,,,,,,,
3424,City,73,Trip Completed,42564.66,42564.70,15.00,,,,,,,,
4188,City,73,Trip Completed,42565.23,42565.25,5.00,,,,,,,,
5617,City,73,Trip Completed,42566.27,42566.32,6.00,,,,,,,,
5932,Airport,73,Trip Completed,42566.42,42566.47,10.00,,,,,,,,
6699,City,73,Trip Completed,42566.95,42566.98,22.00,,,,,,,,
285,City,74,Trip Completed,42562.29,42562.32,7.00,,,,,,,,
754,City,74,Trip Completed,42562.67,42562.70,16.00,,,,,,,,
1449,Airport,74,Trip Completed,42563.20,42563.25,4.00,,,,,,,,
2764,Airport,74,Trip Completed,42564.17,42564.20,3.00,,,,,,,,
2859,City,74,Trip Completed,42564.24,42564.28,5.00,,,,,,,,
3036,Airport,74,Trip Completed,42564.32,42564.37,7.00,,,,,,,,
3934,Airport,74,Trip Completed,42564.93,42564.98,22.00,,,,,,,,
4486,City,74,Trip Completed,42565.38,42565.40,9.00,,,,,,,,
4996,City,74,Trip Completed,42565.79,42565.82,18.00,,,,,,,,
5133,Airport,74,Trip Completed,42565.84,42565.87,20.00,,,,,,,,
5887,City,74,Trip Completed,42566.40,42566.43,9.00,,,,,,,,
6402,Airport,74,Trip Completed,42566.81,42566.86,19.00,,,,,,,,
462,City,75,Trip Completed,42562.38,42562.44,9.00,,,,,,,,
